timestamp,batch_idx,step_count,chamfer_distance_batch,chamfer_distance_running_avg,f1_tau_batch,f1_tau_running_avg,f1_2tau_batch,f1_2tau_running_avg
"2026-02-02 01:35:41,336",4000,4000,0.000494,0.000434,0.647915,0.542916,0.781774,0.657671
"2026-02-02 01:35:48,196",4005,4005,0.000494,0.000434,0.64801,0.542923,0.781838,0.657672
"2026-02-02 01:35:55,121",4010,4010,0.000494,0.000434,0.648234,0.542981,0.781988,0.657707
"2026-02-02 01:36:01,952",4015,4015,0.000494,0.000434,0.64833,0.542988,0.782074,0.657716
"2026-02-02 01:36:08,657",4020,4020,0.000494,0.000434,0.648328,0.542957,0.782055,0.657684
"2026-02-02 01:36:15,181",4025,4025,0.000494,0.000434,0.648438,0.54297,0.782158,0.6577
"2026-02-02 01:36:22,150",4030,4030,0.000494,0.000434,0.648508,0.542967,0.782219,0.657699
"2026-02-02 01:36:29,112",4035,4035,0.000493,0.000434,0.648616,0.542979,0.782309,0.65771
"2026-02-02 01:36:35,902",4040,4040,0.000493,0.000434,0.648622,0.542952,0.78233,0.657694
"2026-02-02 01:36:42,633",4045,4045,0.000493,0.000434,0.648603,0.542916,0.782332,0.657671
"2026-02-02 01:36:49,668",4050,4050,0.000493,0.000434,0.648819,0.542969,0.782505,0.657713
"2026-02-02 01:36:56,832",4055,4055,0.000493,0.000434,0.648868,0.542959,0.782506,0.657691
"2026-02-02 01:37:03,912",4060,4060,0.000493,0.000434,0.649032,0.542992,0.782635,0.657716
"2026-02-02 01:37:11,136",4065,4065,0.000493,0.000434,0.649223,0.543035,0.782779,0.657747
"2026-02-02 01:37:17,991",4070,4070,0.000493,0.000434,0.649267,0.543023,0.782823,0.65774
"2026-02-02 01:37:24,781",4075,4075,0.000492,0.000434,0.649423,0.543052,0.78294,0.657761
"2026-02-02 01:37:31,971",4080,4080,0.000492,0.000434,0.649506,0.543055,0.783004,0.657762
"2026-02-02 01:37:39,031",4085,4085,0.000492,0.000434,0.649628,0.543072,0.783091,0.657771
"2026-02-02 01:37:46,193",4090,4090,0.000492,0.000434,0.649694,0.543068,0.783152,0.657771
"2026-02-02 01:37:53,500",4095,4095,0.000492,0.000434,0.649709,0.543046,0.78314,0.657745
"2026-02-02 01:38:00,677",4100,4100,0.000492,0.000434,0.649756,0.543035,0.783173,0.657735
"2026-02-02 01:38:07,676",4105,4105,0.000492,0.000434,0.649824,0.543033,0.783226,0.657732
"2026-02-02 01:38:14,710",4110,4110,0.000492,0.000434,0.64985,0.543015,0.783247,0.657718
"2026-02-02 01:38:21,709",4115,4115,0.000492,0.000434,0.649785,0.542966,0.783174,0.65767
"2026-02-02 01:38:28,826",4120,4120,0.000492,0.000434,0.649809,0.542948,0.783191,0.657655
"2026-02-02 01:38:36,146",4125,4125,0.000492,0.000434,0.649974,0.54298,0.783317,0.657679
"2026-02-02 01:38:43,456",4130,4130,0.000492,0.000434,0.650065,0.542986,0.783408,0.65769
"2026-02-02 01:38:50,511",4135,4135,0.000492,0.000434,0.650091,0.54297,0.78347,0.657691
"2026-02-02 01:38:57,492",4140,4140,0.000491,0.000434,0.650175,0.542973,0.783548,0.657698
"2026-02-02 01:39:04,622",4145,4145,0.000491,0.000434,0.650232,0.542968,0.783604,0.657697
"2026-02-02 01:39:11,761",4150,4150,0.000491,0.000434,0.650271,0.542956,0.783627,0.657684
"2026-02-02 01:39:18,959",4155,4155,0.000491,0.000434,0.650323,0.542949,0.783658,0.657675
"2026-02-02 01:39:26,067",4160,4160,0.000491,0.000434,0.65047,0.542975,0.783779,0.657696
"2026-02-02 01:39:33,193",4165,4165,0.000491,0.000434,0.650635,0.543007,0.783882,0.657712
"2026-02-02 01:39:39,928",4170,4170,0.000491,0.000434,0.650758,0.543024,0.783977,0.657724
"2026-02-02 01:39:46,773",4175,4175,0.00049,0.000434,0.650806,0.543016,0.784008,0.657715
"2026-02-02 01:39:53,784",4180,4180,0.000491,0.000434,0.650805,0.542991,0.783979,0.657685
"2026-02-02 01:40:01,048",4185,4185,0.000491,0.000434,0.650775,0.542957,0.783925,0.657648
"2026-02-02 01:40:07,855",4190,4190,0.000491,0.000434,0.6508,0.542941,0.783963,0.657641
"2026-02-02 01:40:15,153",4195,4195,0.000491,0.000434,0.650852,0.542935,0.784009,0.657638
"2026-02-02 01:40:22,214",4200,4200,0.00049,0.000434,0.650894,0.542925,0.784047,0.657632
"2026-02-02 01:40:29,254",4205,4205,0.000491,0.000434,0.650833,0.542882,0.783992,0.657595
"2026-02-02 01:40:36,493",4210,4210,0.00049,0.000434,0.650958,0.5429,0.784103,0.657613
"2026-02-02 01:40:43,378",4215,4215,0.00049,0.000434,0.650951,0.542875,0.784125,0.657602
"2026-02-02 01:40:50,395",4220,4220,0.00049,0.000434,0.651009,0.542871,0.784174,0.6576
"2026-02-02 01:40:57,580",4225,4225,0.00049,0.000434,0.650995,0.542844,0.78415,0.657574
"2026-02-02 01:41:04,286",4230,4230,0.00049,0.000434,0.651013,0.542828,0.78417,0.657562
"2026-02-02 01:41:10,952",4235,4235,0.00049,0.000434,0.651204,0.542868,0.784293,0.657584
"2026-02-02 01:41:17,893",4240,4240,0.000489,0.000434,0.651314,0.542881,0.784391,0.657598
"2026-02-02 01:41:24,930",4245,4245,0.000489,0.000434,0.651391,0.542884,0.784455,0.657601
"2026-02-02 01:41:32,080",4250,4250,0.000489,0.000434,0.6515,0.542897,0.784536,0.65761
"2026-02-02 01:41:39,003",4255,4255,0.000489,0.000434,0.65153,0.542885,0.784561,0.6576
"2026-02-02 01:41:45,567",4260,4260,0.000488,0.000434,0.651705,0.542918,0.784705,0.657628
"2026-02-02 01:41:52,547",4265,4265,0.000489,0.000434,0.651712,0.542899,0.78469,0.657606
"2026-02-02 01:41:59,559",4270,4270,0.000488,0.000434,0.65177,0.542896,0.784741,0.657605
"2026-02-02 01:42:06,673",4275,4275,0.000488,0.000434,0.651806,0.542886,0.784751,0.657591
"2026-02-02 01:42:13,655",4280,4280,0.000488,0.000434,0.651931,0.542904,0.78487,0.657612
"2026-02-02 01:42:20,837",4285,4285,0.000488,0.000434,0.651948,0.542888,0.784865,0.657593
"2026-02-02 01:42:27,902",4290,4290,0.000488,0.000434,0.652006,0.542885,0.784916,0.657592
"2026-02-02 01:42:35,199",4295,4295,0.000488,0.000468,0.651982,0.591072,0.784895,0.718496
"2026-02-02 01:42:42,125",4300,4300,0.000488,0.000457,0.652038,0.594868,0.784986,0.722154
"2026-02-02 01:42:48,834",4305,4305,0.000488,0.000456,0.652083,0.595326,0.785066,0.722589
"2026-02-02 01:42:55,947",4310,4310,0.000487,0.000456,0.652071,0.594431,0.785111,0.72212
"2026-02-02 01:43:03,131",4315,4315,0.000487,0.000455,0.652122,0.594884,0.785201,0.722528
"2026-02-02 01:43:10,133",4320,4320,0.000487,0.000454,0.652173,0.59516,0.785295,0.722837
"2026-02-02 01:43:17,233",4325,4325,0.000486,0.000453,0.652246,0.595585,0.7854,0.723168
"2026-02-02 01:43:24,598",4330,4330,0.000486,0.000453,0.65235,0.596167,0.785526,0.723591
"2026-02-02 01:43:31,405",4335,4335,0.000486,0.000453,0.652347,0.595778,0.785563,0.723231
"2026-02-02 01:43:38,500",4340,4340,0.000485,0.000453,0.652436,0.596114,0.78567,0.723431
"2026-02-02 01:43:45,354",4345,4345,0.000485,0.000453,0.652524,0.596385,0.785782,0.723624
"2026-02-02 01:43:52,245",4350,4350,0.000485,0.000452,0.652597,0.59652,0.785886,0.723744
"2026-02-02 01:43:59,156",4355,4355,0.000485,0.000452,0.652648,0.596516,0.785972,0.72375
"2026-02-02 01:44:06,474",4360,4360,0.000484,0.000452,0.652678,0.596412,0.786056,0.723742
"2026-02-02 01:44:13,567",4365,4365,0.000484,0.000452,0.652675,0.59617,0.786094,0.723527
"2026-02-02 01:44:20,420",4370,4370,0.000484,0.000452,0.65271,0.596122,0.786169,0.723495
"2026-02-02 01:44:27,341",4375,4375,0.000483,0.000453,0.652738,0.59605,0.786238,0.72345
"2026-02-02 01:44:34,647",4380,4380,0.000483,0.000453,0.652772,0.596012,0.786296,0.723366
"2026-02-02 01:44:42,137",4385,4385,0.000483,0.000453,0.652876,0.596233,0.786414,0.723507
"2026-02-02 01:44:49,376",4390,4390,0.000483,0.000453,0.652955,0.596345,0.786527,0.72362
"2026-02-02 01:44:56,201",4395,4395,0.000482,0.000453,0.65302,0.596404,0.786627,0.72368
"2026-02-02 01:45:03,443",4400,4400,0.000482,0.000454,0.653009,0.596213,0.786656,0.72351
"2026-02-02 01:45:10,677",4405,4405,0.000482,0.000453,0.653082,0.596297,0.786754,0.723566
"2026-02-02 01:45:17,768",4410,4410,0.000482,0.000453,0.653123,0.59628,0.786843,0.72359
"2026-02-02 01:45:24,399",4415,4415,0.000482,0.000453,0.653164,0.596264,0.786915,0.723565
"2026-02-02 01:45:31,606",4420,4420,0.000481,0.000453,0.653175,0.59617,0.786963,0.723479
"2026-02-02 01:45:38,445",4425,4425,0.000481,0.000453,0.653229,0.596194,0.787052,0.723505
"2026-02-02 01:45:44,940",4430,4430,0.000481,0.000453,0.653264,0.596168,0.787126,0.723494
"2026-02-02 01:45:51,781",4435,4435,0.00048,0.000453,0.653287,0.596116,0.787188,0.723454
"2026-02-02 01:45:58,813",4440,4440,0.00048,0.000454,0.653293,0.596027,0.787225,0.723359
"2026-02-02 01:46:05,892",4445,4445,0.00048,0.000453,0.653338,0.596035,0.787316,0.723391
"2026-02-02 01:46:12,705",4450,4450,0.00048,0.000453,0.65343,0.596143,0.787424,0.723459
"2026-02-02 01:46:19,580",4455,4455,0.000479,0.000453,0.653506,0.596209,0.787524,0.723506
"2026-02-02 01:46:26,358",4460,4460,0.000479,0.000453,0.653513,0.596134,0.787573,0.723447
"2026-02-02 01:46:33,232",4465,4465,0.000479,0.000454,0.653575,0.59617,0.787665,0.723478
"2026-02-02 01:46:40,322",4470,4470,0.000479,0.000453,0.653695,0.596318,0.787802,0.723592
"2026-02-02 01:46:47,596",4475,4475,0.000478,0.000453,0.653769,0.59637,0.787899,0.723628
"2026-02-02 01:46:54,621",4480,4480,0.000478,0.000453,0.653799,0.596339,0.787963,0.7236
"2026-02-02 01:47:01,624",4485,4485,0.000478,0.000453,0.65388,0.596401,0.788072,0.723655
"2026-02-02 01:47:08,742",4490,4490,0.000478,0.000453,0.653933,0.596414,0.788151,0.723655
"2026-02-02 01:47:15,826",4495,4495,0.000477,0.000453,0.654044,0.596523,0.788282,0.723744
"2026-02-02 01:47:22,818",4500,4500,0.000477,0.000453,0.654093,0.596524,0.78836,0.723741
"2026-02-02 01:47:29,537",4505,4505,0.000477,0.000453,0.654158,0.596551,0.78846,0.723775
"2026-02-02 01:47:36,834",4510,4510,0.000476,0.000453,0.654219,0.596572,0.788562,0.723809
"2026-02-02 01:47:43,716",4515,4515,0.000476,0.000453,0.654309,0.596636,0.788674,0.723859
"2026-02-02 01:47:50,226",4520,4520,0.000476,0.000453,0.654387,0.596681,0.78876,0.723868
"2026-02-02 01:47:57,420",4525,4525,0.000476,0.000453,0.654451,0.596701,0.788862,0.723899
"2026-02-02 01:48:04,427",4530,4530,0.000475,0.000453,0.654522,0.596732,0.788959,0.723923
"2026-02-02 01:48:11,502",4535,4535,0.000475,0.000453,0.654491,0.596615,0.788969,0.72382
"2026-02-02 01:48:18,213",4540,4540,0.000475,0.000453,0.654545,0.596623,0.789054,0.723829
"2026-02-02 01:48:25,248",4545,4545,0.000475,0.000453,0.654558,0.596573,0.789117,0.723805
"2026-02-02 01:48:32,349",4550,4550,0.000474,0.000453,0.654607,0.596574,0.789192,0.7238
"2026-02-02 01:48:39,295",4555,4555,0.000474,0.000453,0.654597,0.596497,0.789217,0.723729
"2026-02-02 01:48:45,963",4560,4560,0.000474,0.000453,0.654638,0.596491,0.789284,0.723715
"2026-02-02 01:48:53,051",4565,4565,0.000474,0.000453,0.654628,0.596418,0.789319,0.72366
"2026-02-02 01:48:59,883",4570,4570,0.000473,0.000453,0.654675,0.596419,0.78938,0.72364
"2026-02-02 01:49:06,627",4575,4575,0.000473,0.000453,0.654815,0.596538,0.789522,0.723723
"2026-02-02 01:49:13,902",4580,4580,0.000473,0.000453,0.654951,0.596647,0.789662,0.723801
"2026-02-02 01:49:21,043",4585,4585,0.000472,0.000453,0.655006,0.596655,0.789752,0.723815
"2026-02-02 01:49:27,795",4590,4590,0.000472,0.000453,0.655024,0.59662,0.789807,0.723789
"2026-02-02 01:49:34,960",4595,4595,0.000472,0.000453,0.65514,0.5967,0.789923,0.723834
"2026-02-02 01:49:41,719",4600,4600,0.000472,0.000453,0.655166,0.596674,0.789956,0.723783
"2026-02-02 01:49:48,676",4605,4605,0.000472,0.000453,0.655224,0.596686,0.790046,0.723797
"2026-02-02 01:49:55,377",4610,4610,0.000471,0.000453,0.655322,0.596741,0.790162,0.723841
"2026-02-02 01:50:02,522",4615,4615,0.000471,0.000453,0.655398,0.59677,0.790257,0.723861
"2026-02-02 01:50:09,471",4620,4620,0.000471,0.000453,0.655477,0.596804,0.790347,0.723874
"2026-02-02 01:50:16,363",4625,4625,0.000471,0.000453,0.655475,0.596749,0.790361,0.723807
"2026-02-02 01:50:23,233",4630,4630,0.000471,0.000453,0.655502,0.596726,0.79042,0.723789
"2026-02-02 01:50:30,260",4635,4635,0.000471,0.000454,0.655473,0.596646,0.790435,0.723725
"2026-02-02 01:50:37,493",4640,4640,0.00047,0.000453,0.655534,0.59666,0.790522,0.723738
"2026-02-02 01:50:44,621",4645,4645,0.00047,0.000453,0.655606,0.596685,0.790614,0.723755
"2026-02-02 01:50:51,610",4650,4650,0.00047,0.000453,0.655639,0.596671,0.790684,0.72375
"2026-02-02 01:50:58,666",4655,4655,0.00047,0.000453,0.655654,0.596639,0.790742,0.723733
"2026-02-02 01:51:05,959",4660,4660,0.000469,0.000453,0.655693,0.596632,0.790821,0.723738
"2026-02-02 01:51:12,911",4665,4665,0.000469,0.000453,0.655769,0.59666,0.790928,0.72377
"2026-02-02 01:51:20,167",4670,4670,0.000469,0.000453,0.655809,0.596654,0.791005,0.723772
"2026-02-02 01:51:27,250",4675,4675,0.000468,0.000453,0.655824,0.596625,0.791064,0.723758
"2026-02-02 01:51:33,983",4680,4680,0.000468,0.000453,0.655881,0.596636,0.791147,0.723766
"2026-02-02 01:51:41,352",4685,4685,0.000468,0.000453,0.655896,0.596607,0.791194,0.723742
"2026-02-02 01:51:48,537",4690,4690,0.000468,0.000454,0.655839,0.596514,0.791176,0.723658
"2026-02-02 01:51:55,224",4695,4695,0.000468,0.000454,0.655856,0.596489,0.79123,0.723642
"2026-02-02 01:52:02,494",4700,4700,0.000468,0.000454,0.655869,0.596462,0.791274,0.723617
"2026-02-02 01:52:09,601",4705,4705,0.000467,0.000454,0.655918,0.596467,0.791362,0.723631
"2026-02-02 01:52:16,654",4710,4710,0.000467,0.000454,0.655959,0.596465,0.791422,0.723622
"2026-02-02 01:52:23,342",4715,4715,0.000467,0.000454,0.655995,0.596459,0.791489,0.723618
"2026-02-02 01:52:29,992",4720,4720,0.000467,0.000454,0.655995,0.596422,0.791532,0.723594
"2026-02-02 01:52:37,052",4725,4725,0.000466,0.000454,0.656032,0.596417,0.7916,0.723592
"2026-02-02 01:52:44,101",4730,4730,0.000466,0.000454,0.65609,0.59643,0.791689,0.723608
"2026-02-02 01:52:51,070",4735,4735,0.000466,0.000454,0.656088,0.596394,0.791732,0.723585
"2026-02-02 01:52:58,351",4740,4740,0.000466,0.000454,0.656144,0.596405,0.791812,0.723593
"2026-02-02 01:53:05,485",4745,4745,0.000465,0.000454,0.656153,0.596379,0.791867,0.723581
"2026-02-02 01:53:12,553",4750,4750,0.000465,0.000454,0.656278,0.596446,0.791995,0.723628
"2026-02-02 01:53:19,723",4755,4755,0.000465,0.000454,0.656261,0.596399,0.79202,0.723592
"2026-02-02 01:53:26,890",4760,4760,0.000465,0.000454,0.656196,0.596316,0.792021,0.723538
"2026-02-02 01:53:34,053",4765,4765,0.000465,0.000454,0.656283,0.596352,0.792125,0.723566
"2026-02-02 01:53:40,868",4770,4770,0.000464,0.000454,0.656219,0.596271,0.792099,0.723493
"2026-02-02 01:53:47,858",4775,4775,0.000464,0.000454,0.65617,0.596203,0.792088,0.723432
"2026-02-02 01:53:55,015",4780,4780,0.000464,0.000454,0.656244,0.59623,0.792179,0.72345
"2026-02-02 01:54:02,135",4785,4785,0.000464,0.000454,0.656324,0.596261,0.792275,0.723472
"2026-02-02 01:54:09,047",4790,4790,0.000464,0.000454,0.656328,0.596234,0.792309,0.723448
"2026-02-02 01:54:16,262",4795,4795,0.000464,0.000454,0.656393,0.596253,0.792394,0.723461
"2026-02-02 01:54:23,099",4800,4800,0.000463,0.000454,0.656459,0.596273,0.792488,0.723481
"2026-02-02 01:54:30,249",4805,4805,0.000463,0.000454,0.656413,0.596211,0.792475,0.723424
"2026-02-02 01:54:37,095",4810,4810,0.000463,0.000454,0.656446,0.596208,0.792517,0.723406
"2026-02-02 01:54:44,067",4815,4815,0.000463,0.000454,0.656491,0.596213,0.792578,0.723403
"2026-02-02 01:54:51,148",4820,4820,0.000463,0.000454,0.656493,0.596187,0.792617,0.723384
"2026-02-02 01:54:58,131",4825,4825,0.000463,0.000454,0.65659,0.596228,0.792717,0.723408
"2026-02-02 01:55:04,886",4830,4830,0.000462,0.000454,0.656685,0.596267,0.792831,0.723442
"2026-02-02 01:55:12,243",4835,4835,0.000462,0.000454,0.656702,0.596252,0.792877,0.723429
"2026-02-02 01:55:19,113",4840,4840,0.000462,0.000454,0.656744,0.596255,0.792949,0.723433
"2026-02-02 01:55:25,863",4845,4845,0.000462,0.000454,0.656802,0.596268,0.793028,0.723443
"2026-02-02 01:55:32,912",4850,4850,0.000461,0.000454,0.656899,0.596307,0.793131,0.723468
"2026-02-02 01:55:40,186",4855,4855,0.000461,0.000454,0.656911,0.596289,0.793176,0.723454
"2026-02-02 01:55:47,233",4860,4860,0.000461,0.000454,0.656943,0.596285,0.79324,0.723454
"2026-02-02 01:55:54,334",4865,4865,0.000461,0.000454,0.65703,0.596316,0.79334,0.723477
"2026-02-02 01:56:01,285",4870,4870,0.00046,0.000454,0.657088,0.596329,0.793425,0.723489
"2026-02-02 01:56:08,435",4875,4875,0.00046,0.000454,0.657104,0.596314,0.793483,0.723485
"2026-02-02 01:56:15,508",4880,4880,0.00046,0.000454,0.657148,0.596318,0.793553,0.723488
"2026-02-02 01:56:22,473",4885,4885,0.00046,0.000454,0.65722,0.596339,0.793636,0.7235
"2026-02-02 01:56:29,532",4890,4890,0.000459,0.000454,0.657284,0.596355,0.793727,0.723516
"2026-02-02 01:56:36,416",4895,4895,0.000459,0.000454,0.65733,0.59636,0.793811,0.723528
"2026-02-02 01:56:43,746",4900,4900,0.000459,0.000454,0.657347,0.596346,0.79385,0.723512
"2026-02-02 01:56:50,808",4905,4905,0.000459,0.000454,0.657331,0.596313,0.793873,0.723487
"2026-02-02 01:56:58,117",4910,4910,0.000458,0.000454,0.657379,0.596318,0.793938,0.723487
"2026-02-02 01:57:05,132",4915,4915,0.000458,0.000454,0.657431,0.596327,0.794022,0.7235
"2026-02-02 01:57:12,508",4920,4920,0.000458,0.000454,0.657446,0.596313,0.794072,0.723491
"2026-02-02 01:57:19,277",4925,4925,0.000458,0.000454,0.657526,0.596338,0.794166,0.723509
"2026-02-02 01:57:26,420",4930,4930,0.000457,0.000454,0.657609,0.596365,0.794268,0.723532
"2026-02-02 01:57:33,388",4935,4935,0.000457,0.000454,0.657669,0.596378,0.794348,0.723541
"2026-02-02 01:57:40,677",4940,4940,0.000457,0.000454,0.657783,0.596422,0.794469,0.723575
"2026-02-02 01:57:47,823",4945,4945,0.000457,0.000454,0.657828,0.596426,0.79453,0.723573
"2026-02-02 01:57:54,505",4950,4950,0.000456,0.000454,0.657806,0.596391,0.794551,0.723548
"2026-02-02 01:58:01,485",4955,4955,0.000456,0.000454,0.657857,0.596398,0.794626,0.723554
"2026-02-02 01:58:08,196",4960,4960,0.000456,0.000454,0.657935,0.596421,0.794715,0.723569
"2026-02-02 01:58:14,721",4965,4965,0.000456,0.000454,0.65795,0.596408,0.794759,0.723558
"2026-02-02 01:58:21,741",4970,4970,0.000456,0.000454,0.65799,0.596409,0.794823,0.723558
"2026-02-02 01:58:28,684",4975,4975,0.000455,0.000454,0.657975,0.596379,0.794836,0.72353
"2026-02-02 01:58:36,004",4980,4980,0.000455,0.000454,0.658053,0.596401,0.794933,0.723549
"2026-02-02 01:58:42,858",4985,4985,0.000455,0.000454,0.658052,0.59638,0.794974,0.723537
"2026-02-02 01:58:49,863",4990,4990,0.000455,0.000454,0.658083,0.596376,0.795033,0.723535
"2026-02-02 01:58:56,957",4995,4995,0.000455,0.000454,0.658131,0.596381,0.795109,0.723542
"2026-02-02 01:59:03,939",5000,5000,0.000454,0.000454,0.658119,0.596355,0.795134,0.723522
"2026-02-02 01:59:11,040",5005,5005,0.000454,0.000454,0.658183,0.596369,0.795226,0.723538
"2026-02-02 01:59:17,861",5010,5010,0.000454,0.000454,0.6582,0.596358,0.795281,0.723535
"2026-02-02 01:59:25,425",5015,5015,0.000454,0.000454,0.658278,0.59638,0.795372,0.72355
"2026-02-02 01:59:32,505",5020,5020,0.000453,0.000453,0.658357,0.596403,0.795454,0.72356
"2026-02-02 01:59:39,727",5025,5025,0.000453,0.000453,0.658416,0.596414,0.795531,0.723568
"2026-02-02 01:59:46,453",5030,5030,0.000453,0.000454,0.658363,0.596366,0.79552,0.72353
"2026-02-02 01:59:53,451",5035,5035,0.000453,0.000454,0.658394,0.596363,0.795579,0.723529
"2026-02-02 02:00:00,842",5040,5040,0.000453,0.000454,0.658399,0.596347,0.795601,0.723508
"2026-02-02 02:00:08,031",5045,5045,0.000453,0.000454,0.658399,0.596328,0.795634,0.723494
"2026-02-02 02:00:15,153",5050,5050,0.000452,0.000454,0.65839,0.596305,0.795666,0.723479
"2026-02-02 02:00:22,530",5055,5055,0.000452,0.000454,0.658441,0.596313,0.795742,0.723487
"2026-02-02 02:00:29,950",5060,5060,0.000452,0.000454,0.658513,0.596331,0.795819,0.723496
"2026-02-02 02:00:37,397",5065,5065,0.000452,0.000454,0.658574,0.596343,0.795895,0.723504
"2026-02-02 02:00:44,694",5070,5070,0.000452,0.000454,0.658597,0.596337,0.795941,0.723497
"2026-02-02 02:00:51,870",5075,5075,0.000451,0.000454,0.658672,0.596357,0.796035,0.723513
"2026-02-02 02:00:59,159",5080,5080,0.000451,0.000454,0.658708,0.596356,0.796088,0.72351
"2026-02-02 02:01:06,101",5085,5085,0.000451,0.000454,0.658728,0.596349,0.796132,0.723502
"2026-02-02 02:01:13,150",5090,5090,0.000451,0.000454,0.658715,0.596325,0.79616,0.723486
"2026-02-02 02:01:19,761",5095,5095,0.000451,0.000454,0.658764,0.596332,0.796228,0.72349
"2026-02-02 02:01:26,788",5100,5100,0.00045,0.000454,0.658789,0.596326,0.796282,0.723488
"2026-02-02 02:01:33,712",5105,5105,0.00045,0.000454,0.658799,0.596314,0.796323,0.723479
"2026-02-02 02:01:40,618",5110,5110,0.00045,0.000454,0.658854,0.596324,0.7964,0.723488
"2026-02-02 02:01:47,424",5115,5115,0.00045,0.000454,0.658856,0.596308,0.796431,0.723474
"2026-02-02 02:01:53,966",5120,5120,0.00045,0.000454,0.658883,0.596304,0.796482,0.72347
"2026-02-02 02:02:00,629",5125,5125,0.00045,0.000454,0.658854,0.596273,0.796485,0.723444
"2026-02-02 02:02:07,198",5130,5130,0.000449,0.000454,0.65891,0.596284,0.796567,0.723455
"2026-02-02 02:02:13,887",5135,5135,0.000449,0.000454,0.658969,0.596295,0.796656,0.72347
"2026-02-02 02:02:21,139",5140,5140,0.000449,0.000454,0.65897,0.59628,0.79669,0.723458
"2026-02-02 02:02:28,353",5145,5145,0.000449,0.000454,0.658991,0.596273,0.796742,0.723455
"2026-02-02 02:02:35,010",5150,5150,0.000449,0.000454,0.659064,0.596292,0.796826,0.723467
"2026-02-02 02:02:41,924",5155,5155,0.000449,0.000454,0.659086,0.596286,0.796872,0.723462
"2026-02-02 02:02:48,571",5160,5160,0.000448,0.000454,0.659107,0.596279,0.796921,0.723458
"2026-02-02 02:02:55,580",5165,5165,0.000448,0.000454,0.659133,0.596276,0.796976,0.723457
"2026-02-02 02:03:03,261",5170,5170,0.000448,0.000454,0.659178,0.596281,0.797052,0.723465
"2026-02-02 02:03:10,255",5175,5175,0.000448,0.000454,0.659185,0.596269,0.797094,0.723458
"2026-02-02 02:03:17,277",5180,5180,0.000448,0.000454,0.659162,0.596243,0.797089,0.72343
"2026-02-02 02:03:24,332",5185,5185,0.000448,0.000454,0.659192,0.596242,0.797136,0.723426
"2026-02-02 02:03:31,240",5190,5190,0.000447,0.000454,0.659248,0.596252,0.797223,0.723439
"2026-02-02 02:03:38,103",5195,5195,0.000447,0.000454,0.659294,0.596257,0.797292,0.723444
"2026-02-02 02:03:45,266",5200,5200,0.000447,0.000454,0.659289,0.59624,0.797322,0.723433
"2026-02-02 02:03:52,254",5205,5205,0.000447,0.000454,0.659314,0.596237,0.79738,0.723433
"2026-02-02 02:03:59,047",5210,5210,0.000447,0.000454,0.659321,0.596226,0.797403,0.723419
"2026-02-02 02:04:06,066",5215,5215,0.000446,0.000454,0.659337,0.596218,0.797453,0.723416
"2026-02-02 02:04:13,142",5220,5220,0.000446,0.000454,0.659418,0.596239,0.797539,0.723429
"2026-02-02 02:04:20,102",5225,5225,0.000446,0.000454,0.659403,0.596219,0.797561,0.723415
"2026-02-02 02:04:26,965",5230,5230,0.000446,0.000562,0.659395,0.62345,0.797581,0.760463
"2026-02-02 02:04:33,752",5235,5235,0.000446,0.000502,0.659353,0.641783,0.797533,0.779037
"2026-02-02 02:04:40,942",5240,5240,0.000446,0.000502,0.659265,0.640836,0.797459,0.778929
"2026-02-02 02:04:47,806",5245,5245,0.000446,0.000496,0.659241,0.642194,0.797439,0.780272
"2026-02-02 02:04:54,499",5250,5250,0.000446,0.000499,0.659189,0.642318,0.797391,0.78042
"2026-02-02 02:05:01,508",5255,5255,0.000447,0.000501,0.659128,0.642256,0.797327,0.780256
"2026-02-02 02:05:08,436",5260,5260,0.000447,0.000501,0.659071,0.642257,0.79727,0.780241
"2026-02-02 02:05:15,483",5265,5265,0.000447,0.000499,0.65906,0.642785,0.797261,0.780769
"2026-02-02 02:05:22,597",5270,5270,0.000447,0.000497,0.659007,0.64277,0.797225,0.780902
"2026-02-02 02:05:29,495",5275,5275,0.000447,0.000496,0.658958,0.642788,0.797179,0.780912
"2026-02-02 02:05:36,681",5280,5280,0.000447,0.000496,0.658947,0.643104,0.797145,0.78102
"2026-02-02 02:05:43,714",5285,5285,0.000447,0.000496,0.658866,0.642853,0.79709,0.780953
"2026-02-02 02:05:50,456",5290,5290,0.000447,0.000495,0.658868,0.643199,0.797085,0.781228
"2026-02-02 02:05:57,553",5295,5295,0.000447,0.000497,0.658776,0.642914,0.796986,0.780879
"2026-02-02 02:06:04,410",5300,5300,0.000447,0.000495,0.658759,0.643097,0.796979,0.78111
"2026-02-02 02:06:11,308",5305,5305,0.000447,0.000496,0.65865,0.642759,0.79689,0.780868
"2026-02-02 02:06:18,273",5310,5310,0.000447,0.000495,0.658594,0.642727,0.796841,0.78086
"2026-02-02 02:06:24,856",5315,5315,0.000447,0.000494,0.65857,0.642858,0.796831,0.781038
"2026-02-02 02:06:31,547",5320,5320,0.000448,0.000497,0.658533,0.642911,0.796787,0.781043
"2026-02-02 02:06:38,520",5325,5325,0.000448,0.000498,0.658432,0.642686,0.796689,0.780811
"2026-02-02 02:06:45,419",5330,5330,0.000448,0.000497,0.658396,0.642747,0.796664,0.780903
