batch_idx,batch_cd,running_avg_cd,batch_f1_tau,running_avg_f1_tau,batch_f1_2tau,running_avg_f1_2tau
002060,0.000477,0.000215,0.614398,0.290258,0.763408,0.356952
002065,0.000477,0.000215,0.614824,0.290296,0.763692,0.356994
002070,0.000477,0.000215,0.615197,0.290302,0.763911,0.356997
002075,0.000477,0.000215,0.615489,0.290261,0.764084,0.356973
002080,0.000476,0.000215,0.615969,0.290331,0.764404,0.357036
002085,0.000476,0.000215,0.616336,0.290336,0.764600,0.357026
002090,0.000475,0.000214,0.616686,0.290332,0.764846,0.357045
002095,0.000475,0.000215,0.617009,0.290314,0.764998,0.357013
002100,0.000475,0.000236,0.617196,0.338900,0.765108,0.421376
002105,0.000475,0.000247,0.617158,0.336595,0.765119,0.416422
002110,0.000476,0.000262,0.616704,0.329942,0.764708,0.409618
002115,0.000478,0.000276,0.616384,0.329055,0.764432,0.408691
002120,0.000478,0.000277,0.615992,0.328022,0.764122,0.407937
002125,0.000478,0.000271,0.615947,0.329631,0.764147,0.409645
002130,0.000479,0.000271,0.615563,0.328870,0.763787,0.408702
002135,0.000479,0.000270,0.615361,0.329163,0.763660,0.409103
002140,0.000480,0.000270,0.615154,0.329361,0.763459,0.409102
002145,0.000480,0.000269,0.614942,0.329493,0.763313,0.409298
002150,0.000481,0.000269,0.614791,0.329794,0.763178,0.409486
002155,0.000481,0.000270,0.614460,0.329502,0.762904,0.409223
002160,0.000481,0.000268,0.614429,0.330079,0.762934,0.409839
002165,0.000481,0.000267,0.614370,0.330498,0.762934,0.410284
002170,0.000481,0.000266,0.614268,0.330751,0.762895,0.410575
002175,0.000482,0.000266,0.614002,0.330609,0.762657,0.410381
002180,0.000482,0.000265,0.613836,0.330687,0.762537,0.410458
002185,0.000482,0.000264,0.613664,0.330745,0.762472,0.410632
002190,0.000483,0.000265,0.613480,0.330773,0.762309,0.410603
002195,0.000483,0.000266,0.613245,0.330705,0.762121,0.410532
002200,0.000483,0.000265,0.613082,0.330765,0.762036,0.410641
002205,0.000484,0.000265,0.612869,0.330735,0.761868,0.410604
002210,0.000485,0.000266,0.612553,0.330549,0.761575,0.410377
002215,0.000485,0.000265,0.612658,0.331000,0.761752,0.410863
002220,0.000484,0.000264,0.612562,0.331128,0.761698,0.410981
002225,0.000485,0.000264,0.612349,0.331085,0.761537,0.410943
002230,0.000485,0.000264,0.612082,0.330973,0.761350,0.410873
002235,0.000485,0.000264,0.611954,0.331045,0.761237,0.410902
002240,0.000486,0.000264,0.611772,0.331045,0.761096,0.410894
002245,0.000486,0.000264,0.611632,0.331092,0.761041,0.410987
002250,0.000486,0.000264,0.611309,0.330927,0.760768,0.410822
002255,0.000487,0.000264,0.610962,0.330742,0.760460,0.410628
002260,0.000488,0.000265,0.610706,0.330667,0.760256,0.410557
002265,0.000488,0.000264,0.610613,0.330767,0.760207,0.410653
002270,0.000488,0.000264,0.610327,0.330663,0.759986,0.410566
002275,0.000488,0.000264,0.610212,0.330734,0.759921,0.410640
002280,0.000488,0.000264,0.609953,0.330660,0.759756,0.410612
002285,0.000488,0.000264,0.609993,0.330873,0.759823,0.410805
002290,0.000489,0.000264,0.609810,0.330869,0.759664,0.410779
002295,0.000489,0.000263,0.609628,0.330865,0.759562,0.410805
002300,0.000491,0.000265,0.609149,0.330598,0.759100,0.410511
002305,0.000495,0.000563,0.608771,0.361946,0.758682,0.449583
002310,0.000496,0.000426,0.608623,0.368311,0.758482,0.457156
002315,0.000497,0.000383,0.608646,0.372112,0.758460,0.461349
002320,0.000499,0.000382,0.608393,0.371068,0.758159,0.460437
002325,0.000501,0.000383,0.608140,0.370466,0.757810,0.459543
002330,0.000502,0.000373,0.608067,0.371229,0.757679,0.460347
002335,0.000502,0.000363,0.608109,0.372382,0.757699,0.461733
002340,0.000502,0.000355,0.608031,0.372663,0.757604,0.462207
002345,0.000502,0.000350,0.608002,0.373082,0.757543,0.462716
002350,0.000504,0.000352,0.607683,0.372326,0.757169,0.461935
002355,0.000503,0.000346,0.607936,0.373661,0.757336,0.463146
002360,0.000504,0.000343,0.607900,0.373862,0.757282,0.463459
002365,0.000503,0.000338,0.607903,0.374146,0.757313,0.463966
002370,0.000504,0.000339,0.607764,0.374006,0.757160,0.463905
002375,0.000505,0.000337,0.607778,0.374268,0.757106,0.464100
002380,0.000508,0.000343,0.607645,0.374151,0.756871,0.463844
002385,0.000510,0.000345,0.607503,0.374026,0.756640,0.463626
002390,0.000510,0.000343,0.607692,0.374608,0.756751,0.464145
002395,0.000510,0.000341,0.607684,0.374735,0.756696,0.464281
002400,0.000511,0.000341,0.607512,0.374543,0.756516,0.464167
002405,0.000512,0.000341,0.607437,0.374542,0.756442,0.464253
002410,0.000513,0.000341,0.607226,0.374307,0.756233,0.464098
002415,0.000515,0.000343,0.607013,0.374087,0.755926,0.463794
002420,0.000516,0.000342,0.606969,0.374152,0.755804,0.463806
002425,0.000518,0.000344,0.606885,0.374151,0.755635,0.463746
002430,0.000519,0.000343,0.606797,0.374142,0.755527,0.463778
002435,0.000522,0.000347,0.606584,0.373960,0.755263,0.463587
002440,0.000523,0.000346,0.606660,0.374180,0.755293,0.463808
002445,0.000523,0.000345,0.606669,0.374298,0.755273,0.463948
002450,0.000523,0.000343,0.606654,0.374378,0.755206,0.464019
002455,0.000525,0.000344,0.606184,0.373891,0.754672,0.463510
002460,0.000526,0.000344,0.606166,0.373974,0.754608,0.463592
002465,0.000527,0.000344,0.605830,0.373682,0.754234,0.463307
002470,0.000528,0.000345,0.605628,0.373557,0.753976,0.463171
002475,0.000528,0.000343,0.605794,0.373843,0.754091,0.463450
002480,0.000530,0.000344,0.605625,0.373755,0.753879,0.463364
002485,0.000533,0.000346,0.605571,0.373791,0.753759,0.463378
002490,0.000536,0.000349,0.605481,0.373789,0.753603,0.463355
002495,0.000537,0.000348,0.605423,0.373818,0.753484,0.463368
002500,0.000537,0.000347,0.605382,0.373862,0.753392,0.463407
002505,0.000537,0.000346,0.605289,0.373854,0.753286,0.463430
002510,0.000538,0.000346,0.605005,0.373668,0.752994,0.463279
002515,0.000538,0.000346,0.605133,0.373865,0.753010,0.463413
002520,0.000538,0.000345,0.605032,0.373850,0.752907,0.463436
002525,0.000539,0.000345,0.604820,0.373738,0.752666,0.463337
002530,0.000543,0.000347,0.604781,0.373778,0.752585,0.463378
002535,0.000543,0.000346,0.604841,0.373900,0.752627,0.463521
002540,0.000544,0.000346,0.604672,0.373827,0.752429,0.463460
002545,0.000545,0.000346,0.604512,0.373765,0.752210,0.463384
002550,0.000546,0.000346,0.604275,0.373644,0.751933,0.463265
002555,0.000546,0.000346,0.604269,0.373706,0.751849,0.463300
002560,0.000548,0.000346,0.604153,0.373683,0.751670,0.463260
002565,0.000548,0.000346,0.604256,0.373824,0.751664,0.463352
002570,0.000553,0.000348,0.603816,0.373559,0.751134,0.463053
002575,0.000553,0.000347,0.603805,0.373614,0.751096,0.463121
002580,0.000553,0.000347,0.603644,0.373560,0.750925,0.463091
002585,0.000554,0.000347,0.603662,0.373633,0.750872,0.463145
002590,0.000554,0.000346,0.603663,0.373693,0.750851,0.463219
002595,0.000555,0.000367,0.603767,0.429479,0.750903,0.528172
002600,0.000555,0.000364,0.603983,0.429042,0.751111,0.528848
002605,0.000554,0.000363,0.604408,0.432120,0.751422,0.530589
002610,0.000554,0.000367,0.604593,0.430885,0.751565,0.529536
002615,0.000553,0.000367,0.604906,0.431288,0.751824,0.529946
002620,0.000552,0.000365,0.605364,0.432595,0.752167,0.530815
002625,0.000552,0.000368,0.605438,0.431189,0.752241,0.529803
002630,0.000551,0.000367,0.605750,0.431412,0.752483,0.529939
002635,0.000551,0.000367,0.605942,0.431025,0.752674,0.529812
002640,0.000550,0.000367,0.606191,0.430960,0.752896,0.529842
002645,0.000550,0.000367,0.606514,0.431193,0.753115,0.529862
002650,0.000549,0.000367,0.606655,0.430755,0.753263,0.529632
002655,0.000548,0.000366,0.607060,0.431240,0.753607,0.530072
002660,0.000548,0.000366,0.607393,0.431444,0.753867,0.530200
002665,0.000547,0.000366,0.607543,0.431111,0.754023,0.530020
002670,0.000547,0.000367,0.607629,0.430653,0.754097,0.529651
002675,0.000547,0.000367,0.607854,0.430595,0.754259,0.529546
002680,0.000546,0.000367,0.608325,0.431118,0.754614,0.529904
002685,0.000545,0.000367,0.608620,0.431203,0.754867,0.530000
002690,0.000546,0.000369,0.608772,0.430977,0.754944,0.529717
002695,0.000545,0.000369,0.609071,0.431071,0.755168,0.529760
002700,0.000545,0.000368,0.609380,0.431177,0.755407,0.529827
002705,0.000545,0.000371,0.609358,0.430668,0.755340,0.529329
002710,0.000548,0.000376,0.609120,0.429821,0.755068,0.528509
002715,0.000547,0.000376,0.609318,0.429779,0.755193,0.528428
002720,0.000547,0.000375,0.609648,0.429957,0.755463,0.528590
002725,0.000546,0.000418,0.609860,0.486652,0.755584,0.589744
002730,0.000546,0.000401,0.610184,0.489460,0.755769,0.593246
002735,0.000545,0.000393,0.610724,0.493779,0.756151,0.597306
002740,0.000544,0.000392,0.611065,0.493037,0.756393,0.597186
002745,0.000545,0.000400,0.611259,0.491226,0.756506,0.595891
002750,0.000545,0.000401,0.611408,0.489737,0.756568,0.594674
002755,0.000544,0.000402,0.611629,0.489200,0.756669,0.594096
002760,0.000544,0.000400,0.612082,0.490157,0.756948,0.594714
002765,0.000544,0.000402,0.612262,0.489498,0.757021,0.594136
002770,0.000543,0.000402,0.612480,0.489159,0.757172,0.594042
002775,0.000543,0.000402,0.612791,0.489270,0.757371,0.594164
002780,0.000542,0.000400,0.613212,0.489784,0.757658,0.594599
002785,0.000542,0.000400,0.613362,0.489278,0.757763,0.594333
002790,0.000541,0.000401,0.613560,0.489003,0.757901,0.594219
002795,0.000541,0.000400,0.613951,0.489349,0.758182,0.594548
002800,0.000540,0.000399,0.614404,0.489825,0.758474,0.594867
002805,0.000540,0.000399,0.614608,0.489591,0.758571,0.594638
002810,0.000539,0.000400,0.614893,0.489589,0.758713,0.594545
002815,0.000539,0.000400,0.615052,0.489291,0.758827,0.594399
002820,0.000539,0.000400,0.615265,0.489147,0.758934,0.594253
002825,0.000538,0.000400,0.615533,0.489136,0.759115,0.594282
002830,0.000538,0.000401,0.615798,0.489120,0.759272,0.594258
002835,0.000538,0.000400,0.616208,0.489392,0.759538,0.594451
002840,0.000537,0.000400,0.616358,0.489156,0.759630,0.594304
002845,0.000537,0.000400,0.616645,0.489187,0.759807,0.594323
002850,0.000536,0.000399,0.617013,0.489358,0.760050,0.594454
002855,0.000537,0.000401,0.617096,0.489042,0.760041,0.594157
002860,0.000536,0.000401,0.617327,0.488988,0.760166,0.594097
002865,0.000536,0.000401,0.617576,0.488968,0.760282,0.594029
002870,0.000536,0.000401,0.617743,0.488826,0.760393,0.593958
002875,0.000535,0.000401,0.618143,0.489035,0.760666,0.594129
002880,0.000535,0.000401,0.618476,0.489137,0.760875,0.594200
002885,0.000534,0.000401,0.618862,0.489307,0.761145,0.594350
002890,0.000534,0.000400,0.619323,0.489569,0.761462,0.594557
002895,0.000533,0.000400,0.619594,0.489571,0.761652,0.594586
002900,0.000533,0.000400,0.619915,0.489637,0.761898,0.594686
002905,0.000532,0.000399,0.620183,0.489637,0.762099,0.594727
002910,0.000532,0.000399,0.620302,0.489458,0.762168,0.594608
002915,0.000532,0.000400,0.620333,0.489187,0.762120,0.594358
002920,0.000531,0.000400,0.620674,0.489282,0.762361,0.594452
002925,0.000531,0.000400,0.620780,0.489113,0.762377,0.594290
002930,0.000531,0.000400,0.621025,0.489105,0.762521,0.594275
002935,0.000531,0.000401,0.621203,0.489025,0.762597,0.594190
002940,0.000531,0.000401,0.621385,0.488954,0.762681,0.594117
002945,0.000531,0.000402,0.621642,0.488963,0.762822,0.594105
002950,0.000531,0.000401,0.622059,0.489134,0.763119,0.594251
002955,0.000530,0.000401,0.622338,0.489163,0.763271,0.594250
002960,0.000530,0.000401,0.622518,0.489096,0.763387,0.594214
002965,0.000530,0.000401,0.622709,0.489043,0.763464,0.594143
002970,0.000530,0.000402,0.622929,0.489020,0.763598,0.594129
002975,0.000529,0.000401,0.623267,0.489105,0.763843,0.594216
002980,0.000528,0.000401,0.623744,0.489313,0.764174,0.594377
002985,0.000528,0.000401,0.624143,0.489445,0.764450,0.594485
002990,0.000527,0.000400,0.624323,0.489385,0.764562,0.594448
002995,0.000527,0.000401,0.624636,0.489440,0.764749,0.594476
003000,0.000528,0.000401,0.624688,0.489277,0.764687,0.594297
003005,0.000527,0.000401,0.624914,0.489261,0.764843,0.594302
003010,0.000527,0.000402,0.624940,0.489086,0.764813,0.594157
003015,0.000527,0.000402,0.625236,0.489131,0.764998,0.594189
003020,0.000527,0.000402,0.625433,0.489099,0.765081,0.594140
003025,0.000527,0.000402,0.625827,0.489220,0.765356,0.594240
003030,0.000526,0.000402,0.626065,0.489218,0.765516,0.594251
003035,0.000527,0.000402,0.626145,0.489100,0.765511,0.594138
003040,0.000526,0.000402,0.626341,0.489071,0.765641,0.594129
003045,0.000526,0.000402,0.626589,0.489082,0.765797,0.594139
003050,0.000526,0.000403,0.626722,0.489010,0.765847,0.594072
003055,0.000526,0.000403,0.626915,0.488983,0.765973,0.594062
003060,0.000526,0.000403,0.627039,0.488909,0.766031,0.594005
003065,0.000526,0.000403,0.627202,0.488864,0.766143,0.593987
003070,0.000525,0.000403,0.627567,0.488959,0.766419,0.594081
003075,0.000525,0.000403,0.627519,0.488774,0.766324,0.593924
003080,0.000525,0.000403,0.627722,0.488760,0.766446,0.593915
003085,0.000525,0.000403,0.627823,0.488681,0.766479,0.593849
003090,0.000524,0.000403,0.628150,0.488750,0.766685,0.593896
003095,0.000525,0.000403,0.628314,0.488714,0.766781,0.593872
003100,0.000524,0.000403,0.628605,0.488760,0.766962,0.593903
003105,0.000525,0.000403,0.628576,0.488605,0.766885,0.593771
003110,0.000524,0.000403,0.628706,0.488552,0.766948,0.593730
003115,0.000524,0.000403,0.628957,0.488574,0.767123,0.593758
003120,0.000524,0.000403,0.629103,0.488533,0.767212,0.593734
003125,0.000523,0.000403,0.629368,0.488565,0.767413,0.593778
003130,0.000523,0.000403,0.629486,0.488509,0.767499,0.593753
003135,0.000522,0.000403,0.629636,0.488473,0.767615,0.593746
003140,0.000523,0.000403,0.629783,0.488438,0.767688,0.593715
003145,0.000524,0.000404,0.629920,0.488397,0.767755,0.593681
003150,0.000524,0.000404,0.630167,0.488420,0.767934,0.593711
003155,0.000523,0.000404,0.630318,0.488389,0.768035,0.593698
003160,0.000523,0.000404,0.630600,0.488432,0.768240,0.593743
003165,0.000522,0.000404,0.630705,0.488377,0.768328,0.593722
003170,0.000522,0.000404,0.630928,0.488387,0.768468,0.593731
003175,0.000522,0.000404,0.631069,0.488354,0.768530,0.593697
003180,0.000523,0.000404,0.631062,0.488242,0.768474,0.593602
003185,0.000523,0.000405,0.631162,0.488189,0.768512,0.593558
003190,0.000523,0.000405,0.631518,0.488272,0.768732,0.593610
003195,0.000523,0.000405,0.631680,0.488253,0.768813,0.593590
003200,0.000523,0.000405,0.631796,0.488211,0.768874,0.593559
003205,0.000522,0.000405,0.631942,0.488186,0.768989,0.593558
003210,0.000522,0.000405,0.632264,0.488250,0.769217,0.593613
003215,0.000521,0.000404,0.632545,0.488293,0.769428,0.593660
003220,0.000521,0.000405,0.632700,0.488272,0.769486,0.593629
003225,0.000521,0.000405,0.632948,0.488299,0.769656,0.593655
003230,0.000520,0.000418,0.633162,0.547871,0.769820,0.663480
003235,0.000520,0.000432,0.633321,0.545475,0.769942,0.659818
003240,0.000520,0.000427,0.633507,0.545856,0.770129,0.660895
003245,0.000519,0.000427,0.633661,0.545510,0.770255,0.660357
003250,0.000519,0.000426,0.633815,0.545320,0.770398,0.660290
003255,0.000519,0.000430,0.633786,0.543466,0.770394,0.658846
003260,0.000519,0.000430,0.633869,0.543102,0.770478,0.658568
003265,0.000518,0.000429,0.633963,0.542920,0.770588,0.658554
003270,0.000518,0.000431,0.633950,0.542133,0.770597,0.657928
003275,0.000518,0.000430,0.634179,0.542831,0.770776,0.658369
003280,0.000518,0.000431,0.634239,0.542566,0.770816,0.658036
003285,0.000518,0.000432,0.634288,0.542300,0.770863,0.657796
003290,0.000518,0.000432,0.634509,0.542790,0.771038,0.658125
003295,0.000517,0.000432,0.634564,0.542572,0.771115,0.658028
003300,0.000517,0.000432,0.634607,0.542341,0.771157,0.657827
003305,0.000517,0.000433,0.634673,0.542221,0.771200,0.657651
003310,0.000517,0.000433,0.634665,0.541881,0.771223,0.657434
003315,0.000517,0.000433,0.634826,0.542082,0.771358,0.657577
003320,0.000516,0.000433,0.634896,0.542008,0.771437,0.657548
003325,0.000516,0.000433,0.635023,0.542093,0.771523,0.657541
003330,0.000516,0.000433,0.635083,0.542000,0.771587,0.657479
003335,0.000516,0.000432,0.635302,0.542300,0.771774,0.657721
003340,0.000515,0.000432,0.635500,0.542528,0.771925,0.657860
003345,0.000515,0.000432,0.635605,0.542532,0.771994,0.657806
003350,0.000514,0.000432,0.635725,0.542566,0.772095,0.657823
003355,0.000514,0.000432,0.635790,0.542487,0.772125,0.657697
003360,0.000515,0.000433,0.635948,0.542597,0.772247,0.657759
003365,0.000515,0.000433,0.636146,0.542777,0.772401,0.657881
003370,0.000514,0.000433,0.636318,0.542896,0.772525,0.657939
003375,0.000514,0.000433,0.636509,0.543043,0.772686,0.658058
003380,0.000514,0.000433,0.636536,0.542898,0.772720,0.657953
003385,0.000514,0.000433,0.636514,0.542681,0.772704,0.657772
003390,0.000514,0.000433,0.636546,0.542565,0.772730,0.657669
003395,0.000514,0.000434,0.636570,0.542443,0.772761,0.657580
003400,0.000514,0.000434,0.636694,0.542482,0.772855,0.657594
003405,0.000514,0.000434,0.636805,0.542500,0.772944,0.657599
003410,0.000513,0.000434,0.636847,0.542417,0.773025,0.657592
003415,0.000513,0.000434,0.637018,0.542521,0.773166,0.657671
003420,0.000513,0.000435,0.636966,0.542313,0.773133,0.657508
003425,0.000513,0.000435,0.637021,0.542259,0.773168,0.657443
003430,0.000513,0.000434,0.637135,0.542285,0.773268,0.657468
003435,0.000513,0.000434,0.637224,0.542278,0.773349,0.657467
003440,0.000512,0.000434,0.637261,0.542208,0.773396,0.657424
003445,0.000512,0.000434,0.637387,0.542249,0.773503,0.657457
003450,0.000512,0.000434,0.637642,0.542445,0.773682,0.657574
003455,0.000511,0.000434,0.637801,0.542519,0.773834,0.657656
003460,0.000511,0.000434,0.637942,0.542570,0.773961,0.657705
003465,0.000511,0.000434,0.637941,0.542458,0.773978,0.657629
003470,0.000511,0.000434,0.638061,0.542486,0.774073,0.657642
003475,0.000511,0.000434,0.638221,0.542556,0.774184,0.657673
003480,0.000510,0.000434,0.638459,0.542708,0.774367,0.657780
003485,0.000510,0.000434,0.638394,0.542536,0.774301,0.657622
003490,0.000510,0.000433,0.638649,0.542701,0.774492,0.657734
003495,0.000510,0.000433,0.638677,0.542630,0.774520,0.657678
003500,0.000511,0.000435,0.638677,0.542533,0.774506,0.657582
003505,0.000511,0.000435,0.638740,0.542503,0.774551,0.657548
003510,0.000511,0.000435,0.638872,0.542540,0.774642,0.657559
003515,0.000510,0.000435,0.638959,0.542533,0.774705,0.657543
003520,0.000510,0.000435,0.639011,0.542494,0.774746,0.657507
003525,0.000511,0.000435,0.639025,0.542422,0.774724,0.657416
003530,0.000510,0.000435,0.639150,0.542452,0.774816,0.657429
003535,0.000511,0.000436,0.639088,0.542316,0.774746,0.657300
003540,0.000510,0.000436,0.639187,0.542325,0.774829,0.657308
003545,0.000510,0.000436,0.639325,0.542367,0.774902,0.657306
003550,0.000510,0.000436,0.639196,0.542181,0.774793,0.657151
003555,0.000510,0.000436,0.639325,0.542217,0.774897,0.657178
003560,0.000510,0.000436,0.639345,0.542163,0.774907,0.657128
003565,0.000510,0.000436,0.639516,0.542233,0.775029,0.657170
003570,0.000509,0.000435,0.639695,0.542307,0.775144,0.657206
003575,0.000509,0.000435,0.639800,0.542322,0.775226,0.657215
003580,0.000509,0.000435,0.639890,0.542323,0.775313,0.657227
003585,0.000509,0.000435,0.640067,0.542393,0.775468,0.657292
003590,0.000508,0.000435,0.640159,0.542396,0.775520,0.657277
003595,0.000508,0.000435,0.640366,0.542487,0.775669,0.657335
003600,0.000508,0.000435,0.640339,0.542400,0.775669,0.657281
003605,0.000508,0.000436,0.640327,0.542327,0.775652,0.657217
003610,0.000508,0.000435,0.640477,0.542374,0.775796,0.657270
003615,0.000508,0.000435,0.640609,0.542407,0.775893,0.657289
003620,0.000508,0.000435,0.640608,0.542344,0.775877,0.657228
003625,0.000508,0.000435,0.640701,0.542350,0.775948,0.657229
003630,0.000507,0.000435,0.640739,0.542317,0.775987,0.657208
003635,0.000507,0.000435,0.640850,0.542335,0.776058,0.657209
003640,0.000507,0.000435,0.640936,0.542336,0.776140,0.657218
003645,0.000507,0.000435,0.641058,0.542362,0.776231,0.657233
003650,0.000507,0.000435,0.641259,0.542439,0.776383,0.657289
003655,0.000507,0.000435,0.641354,0.542446,0.776466,0.657298
003660,0.000507,0.000435,0.641467,0.542464,0.776560,0.657314
003665,0.000506,0.000435,0.641602,0.542496,0.776670,0.657340
003670,0.000506,0.000435,0.641799,0.542567,0.776792,0.657373
003675,0.000506,0.000435,0.642028,0.542658,0.776951,0.657430
003680,0.000506,0.000435,0.642136,0.542670,0.777033,0.657437
003685,0.000505,0.000435,0.642223,0.542670,0.777094,0.657431
003690,0.000505,0.000435,0.642414,0.542734,0.777261,0.657491
003695,0.000505,0.000435,0.642436,0.542693,0.777243,0.657437
003700,0.000505,0.000435,0.642589,0.542733,0.777374,0.657474
003705,0.000505,0.000435,0.642569,0.542668,0.777358,0.657422
003710,0.000505,0.000435,0.642609,0.542641,0.777385,0.657397
003715,0.000505,0.000435,0.642638,0.542607,0.777446,0.657392
003720,0.000504,0.000435,0.642778,0.542639,0.777555,0.657416
003725,0.000504,0.000435,0.642904,0.542663,0.777629,0.657419
003730,0.000504,0.000435,0.642991,0.542664,0.777707,0.657425
003735,0.000504,0.000435,0.643074,0.542663,0.777791,0.657433
003740,0.000504,0.000435,0.643171,0.542670,0.777873,0.657441
003745,0.000504,0.000435,0.643282,0.542684,0.777967,0.657455
003750,0.000503,0.000435,0.643420,0.542713,0.778063,0.657470
003755,0.000503,0.000435,0.643504,0.542713,0.778137,0.657474
003760,0.000504,0.000435,0.643504,0.542667,0.778077,0.657404
003765,0.000504,0.000435,0.643526,0.542634,0.778094,0.657376
003770,0.000503,0.000435,0.643711,0.542688,0.778266,0.657433
003775,0.000503,0.000435,0.643921,0.542755,0.778417,0.657478
003780,0.000503,0.000435,0.644097,0.542803,0.778552,0.657513
003785,0.000502,0.000435,0.644149,0.542786,0.778617,0.657512
003790,0.000502,0.000435,0.644262,0.542801,0.778697,0.657518
003795,0.000502,0.000435,0.644368,0.542812,0.778800,0.657537
003800,0.000502,0.000435,0.644468,0.542820,0.778858,0.657531
003805,0.000502,0.000435,0.644501,0.542794,0.778899,0.657518
003810,0.000502,0.000435,0.644606,0.542805,0.778983,0.657527
003815,0.000501,0.000435,0.644744,0.542832,0.779116,0.657560
003820,0.000501,0.000435,0.644849,0.542842,0.779180,0.657558
003825,0.000501,0.000435,0.644919,0.542835,0.779205,0.657537
003830,0.000501,0.000435,0.645032,0.542850,0.779303,0.657552
003835,0.000501,0.000435,0.645115,0.542850,0.779396,0.657565
003840,0.000500,0.000435,0.645171,0.542836,0.779463,0.657565
003845,0.000500,0.000435,0.645362,0.542888,0.779600,0.657599
003850,0.000500,0.000435,0.645487,0.542908,0.779724,0.657626
003855,0.000499,0.000434,0.645602,0.542923,0.779829,0.657644
003860,0.000499,0.000434,0.645679,0.542920,0.779912,0.657652
003865,0.000500,0.000435,0.645673,0.542879,0.779913,0.657621
003870,0.000500,0.000435,0.645739,0.542871,0.779939,0.657602
003875,0.000499,0.000435,0.645880,0.542898,0.780057,0.657626
003880,0.000499,0.000435,0.645948,0.542891,0.780113,0.657621
003885,0.000499,0.000435,0.645978,0.542868,0.780128,0.657598
003890,0.000499,0.000435,0.645980,0.542832,0.780142,0.657575
003895,0.000499,0.000435,0.646068,0.542835,0.780206,0.657574
003900,0.000499,0.000435,0.646193,0.542855,0.780315,0.657594
003905,0.000498,0.000435,0.646373,0.542899,0.780452,0.657626
003910,0.000498,0.000434,0.646479,0.542910,0.780537,0.657634
003915,0.000498,0.000434,0.646485,0.542877,0.780534,0.657605
003920,0.000498,0.000435,0.646511,0.542854,0.780570,0.657592
003925,0.000498,0.000435,0.646613,0.542863,0.780655,0.657601
003930,0.000498,0.000435,0.646533,0.542794,0.780606,0.657552
003935,0.000497,0.000435,0.646565,0.542774,0.780652,0.657545
003940,0.000497,0.000434,0.646649,0.542777,0.780725,0.657549
003945,0.000497,0.000434,0.646775,0.542798,0.780815,0.657560
003950,0.000497,0.000434,0.646811,0.542780,0.780846,0.657547
003955,0.000497,0.000434,0.646891,0.542781,0.780901,0.657544
003960,0.000496,0.000434,0.647015,0.542800,0.781015,0.657566
003965,0.000496,0.000434,0.647202,0.542846,0.781161,0.657600
003970,0.000496,0.000434,0.647363,0.542880,0.781280,0.657623
003975,0.000496,0.000434,0.647455,0.542886,0.781368,0.657633
003980,0.000495,0.000434,0.647596,0.542911,0.781495,0.657659
003985,0.000495,0.000434,0.647630,0.542894,0.781535,0.657650
003990,0.000495,0.000434,0.647827,0.542941,0.781682,0.657684
003995,0.000494,0.000434,0.647892,0.542936,0.781743,0.657683
004000,0.000494,0.000434,0.647912,0.542913,0.781770,0.657668
004005,0.000494,0.000434,0.648006,0.542920,0.781834,0.657669
004010,0.000494,0.000434,0.648231,0.542978,0.781984,0.657704
004015,0.000494,0.000434,0.648327,0.542985,0.782070,0.657712
004020,0.000494,0.000434,0.648325,0.542954,0.782051,0.657681
004025,0.000494,0.000434,0.648434,0.542967,0.782154,0.657697
004030,0.000494,0.000434,0.648505,0.542964,0.782215,0.657696
004035,0.000493,0.000434,0.648613,0.542976,0.782305,0.657707
004040,0.000493,0.000434,0.648619,0.542949,0.782326,0.657691
004045,0.000493,0.000434,0.648600,0.542913,0.782329,0.657668
004050,0.000493,0.000434,0.648816,0.542966,0.782501,0.657710
004055,0.000493,0.000434,0.648865,0.542956,0.782502,0.657688
004060,0.000493,0.000434,0.649029,0.542989,0.782631,0.657713
004065,0.000493,0.000434,0.649219,0.543032,0.782775,0.657744
004070,0.000493,0.000434,0.649264,0.543020,0.782819,0.657737
004075,0.000492,0.000434,0.649420,0.543049,0.782936,0.657758
004080,0.000492,0.000434,0.649503,0.543052,0.783000,0.657759
004085,0.000492,0.000434,0.649625,0.543069,0.783087,0.657768
004090,0.000492,0.000434,0.649691,0.543065,0.783149,0.657768
004095,0.000492,0.000434,0.649706,0.543043,0.783137,0.657742
004100,0.000492,0.000434,0.649753,0.543032,0.783169,0.657731
004105,0.000492,0.000434,0.649821,0.543030,0.783222,0.657729
004110,0.000492,0.000434,0.649847,0.543012,0.783243,0.657715
004115,0.000492,0.000434,0.649782,0.542963,0.783170,0.657667
004120,0.000492,0.000434,0.649806,0.542945,0.783188,0.657652
004125,0.000492,0.000434,0.649971,0.542977,0.783313,0.657676
004130,0.000492,0.000434,0.650061,0.542983,0.783404,0.657687
004135,0.000492,0.000434,0.650087,0.542967,0.783466,0.657688
004140,0.000491,0.000434,0.650172,0.542970,0.783544,0.657695
004145,0.000491,0.000434,0.650229,0.542965,0.783600,0.657694
004150,0.000491,0.000434,0.650268,0.542953,0.783623,0.657681
004155,0.000491,0.000434,0.650320,0.542946,0.783654,0.657672
004160,0.000491,0.000434,0.650467,0.542972,0.783775,0.657693
004165,0.000491,0.000434,0.650632,0.543004,0.783878,0.657709
